0001000010120160801PRBGI4CUJJ120143620160930000000001660000033000000000000000000000000000000000000000050000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160608+00000160+00000000+0000000000001 +0000000000004 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016600       EMERC2016093020161003+0000000000000+0000000000000
0001020010120160801PRBGI4CUJJ520143620160930000000001680000033000000000000000000000000000000000000000060000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160518+00000104+00000000+0000000000001 +0000000000002 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016800       EMERC2016093020161003+0000000000000+0000000000000
0001040010120160801PRBGI4CUJJ720143620160930000000001690000033000000000000000000000000000000000000000050000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160608+00000070+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16C016900       EMERC2016093020161003+0000000000000+0000000000000
0001060010120160801PRBGI4VUJMB20143620160930000000001550000033000000000000000000000000000000000000000340000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000063+00000000+0000000000301 +0000000000161 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P015500       EMERC2016093020161003+0000000000000+0000000000000
0001080010120160801PRBGI4VUJMC20143620160930000000001555000033000000000000000000000000000000000000000020000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000070+00000000+0000000000335 +0000000000185 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P015550       EMERC2016093020161003+0000000000000+0000000000000
0001100010120160801PRBGI4VUJMG20143620160930000000001570000033000000000000000000000000000000000000000030000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000123+00000000+0000000000447 +0000000000269 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P015700       EMERC2016093020161003+0000000000000+0000000000000
0001120010120160801PRBGI4VUJMH20143620160930000000001575000033000000000000000000000000000000000000000090000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000150+00000000+0000000000487 +0000000000301 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P015750       EMERC2016093020161003+0000000000000+0000000000000
0001140010120160801PRBGI4VUJML20143620160930000000001590000033000000000000000000000000000000000000000005000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160725+00000275+00000000+0000000000614 +0000000000408 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P015900       EMERC2016093020161003+0000000000000+0000000000000
0001160010120160801PRBGI4VUJMN20143620160930000000001600000033000000000000000000000000000000000000000050000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160726+00000290+00000000+0000000000703 +0000000000487 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P016000       EMERC2016093020161003+0000000000000+0000000000000
0001180010120160801PRBGI4VUJMQ20143620160930000000001610000033000000000000000000000000000000000000000005000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160712+00000276+00000000+0000000000795 +0000000000571 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P016100       EMERC2016093020161003+0000000000000+0000000000000
0001200010120160801PRBGI4VUJMT20143620160930000000001625000033000000000000000000000000000000000000000012000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160620+00000200+00000000+0000000000935 +0000000000703 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000430006000043U16 0000000000000000000000000000000000000                    BGIU16P016250       EMERC2016093020161003+0000000000000+0000000000000
0001220010120160801PRBGI4CVJI020143620161031000000001530000033000000000000000000000000000000000000000004000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150821+00000800+00000000+0000000000411 +0000000000531 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C015300       EMERC2016103120161101+0000000000000+0000000000000
0001240010120160801PRBGI4CVJI120143620161031000000001540000033000000000000000000000000000000000000000006000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020151112+00000470+00000000+0000000000345 +0000000000457 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C015400       EMERC2016103120161101+0000000000000+0000000000000
0001260010120160801PRBGI4CVJJC20143620161031000000001610000033000000000000000011962000000000366400000100000000020000005000000+0000000000000+00000000+00000075+00000070+00000075+0000007300025+0000007015280020160801+00000120+00000070+0000000000081 +0000000000113 00000000000000000000000000000000000000000000000000000002200000417-00000050-0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016100       EMERC2016103120161101+0000000000000+0000000000000
0001280010120160801PRBGI4CVJJF20143620161031000000001620000033000000000000000008910000000000272900000060000000010000006000000+0000000000000+00000000+00000045+00000045+00000045+0000004500060+0000004514050020160801+00000155+00000045+0000000000064 +0000000000090 00000000000000000000000000000000000000000000000000000002200000710-00000110-0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016200       EMERC2016103120161101+0000000000000+0000000000000
0001300010120160801PRBGI4CVJJH20143620161031000000001630000033000000000000000001749000000000053600000145000000010000001000000+0000000000000+00000000+00000053+00000053+00000053+0000005300010+0000005314580020160801+00000080+00000053+0000000000051 +0000000000072 00000000000000000000000000000000000000000000000000000002200000338-00000027-0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016300       EMERC2016103120161101+0000000000000+0000000000000
0001320010120160801PRBGI4CVJJK20143620161031000000001640000033000000000000000000000000000000000000000180000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020160729+00000055+00000000+0000000000040 +0000000000057 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016400       EMERC2016103120161101+0000000000000+0000000000000
0001340010120160801PRBGI4CVJJM20143620161031000000001650000033000000000000000004950000000000151600002522000000010000005000000+0000000000000+00000000+00000030+00000030+00000030+0000003000050+0000003014460020160801+00000060+00000030+0000000000031 +0000000000044 00000000000000000000000000000000000000000000000000000002200000500-00000030-0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016500       EMERC2016103120161101+0000000000000+0000000000000
0001360010120160801PRBGI4CVJJP20143620161031000000001660000033000000000000000004554000000000139500000375000000010000006000000+0000000000000+00000000+00000023+00000023+00000023+0000002300060+0000002315080020160801+00000040+00000023+0000000000024 +0000000000035 00000000000000000000000000000000000000000000000000000002200000425-00000017-0000000000000000000000000000000000000000000000630009100063V16 0000000000000000000000000000000000000                    BGIV16C016600       EMERC2016103120161101+0000000000000+0000000000000
